iso3	name	iso2	region	sub-region	intermediate-region	time	totalPopulation	fertilityRate	lifeExpectancy	childMortality	youthFemaleLiteracy	youthMaleLiteracy	adultLiteracy	GDP_PC	accessElectricity	agriculturalLand	agricultureTractors	cerealProduction	fertilizerHa	co2	greenhouseGases	co2_PC	pm2.5_35	battleDeaths
ARG	Argentina	AR	Americas	Latin America and the Caribbean	South America	1968	23168267	3.053	65.989					6460.78745		1292350	170000	16296600	2.83703	69082.613		2.98178		
ARG	Argentina	AR	Americas	Latin America and the Caribbean	South America	1969	23517611	3.062	66.219	72.5				6980.89918		1293020	175000	18477000	3.07194	77329.696		3.28816		
ARG	Argentina	AR	Americas	Latin America and the Caribbean	South America	1970	23880561	3.079	66.483	71.8				7084.18148		1292800	168350	19922000	3.34754	82734.854	221957.023	3.46453		
ARG	Argentina	AR	Americas	Latin America and the Caribbean	South America	1971	24259561	3.109	66.774	70.8				7368.07758		1291540	171000	21975800	2.96538	88939.418	213551.78842	3.66616		
ARG	Argentina	AR	Americas	Latin America and the Caribbean	South America	1972	24653175	3.149	67.078	69.6				7368.50577		1290280	174660	18834100	3.31538	90156.862	223912.27884	3.65701		
ARG	Argentina	AR	Americas	Latin America and the Caribbean	South America	1973	25056478	3.198	67.383	68.1				7453.75356		1289020	180000	23861300	3.20165	94065.884	226956.0333	3.75415		
ARG	Argentina	AR	Americas	Latin America and the Caribbean	South America	1974	25462302	3.251	67.686	66				7740.85593		1287760	180000	23608900	2.88846	95569.354	229456.38	3.75337		
ARG	Argentina	AR	Americas	Latin America and the Caribbean	South America	1975	25865776	3.301	67.985	63.3				7617.94315		1286500	180000	23040800	2.31923	94931.296	233416.77	3.67015		
ARG	Argentina	AR	Americas	Latin America and the Caribbean	South America	1976	26264681	3.339	68.283	59.8				7350.82857		1285240	180000	24891700	3.00881	99786.404	247051.66	3.79926		
ARG	Argentina	AR	Americas	Latin America and the Caribbean	South America	1977	26661398	3.359	68.585	55.7				7743.58231		1283980	180000	22506800	2.85788	100791.162	247370.86	3.78042		
ARG	Argentina	AR	Americas	Latin America and the Caribbean	South America	1978	27061047	3.359	68.891	51.2				7285.43956		1282720	173000	27700200	4.11827	102639.33	248238.32	3.79288		
ARG	Argentina	AR	Americas	Latin America and the Caribbean	South America	1979	27471036	3.339	69.197	46.8				7910.36662		1281460	171400	25071000	5.00315	110703.063	255920.06	4.02981		
ARG	Argentina	AR	Americas	Latin America and the Caribbean	South America	1980	27896528	3.301	69.496	42.8	97.30248	96.45922	93.91286	7908.02262		1280200	166700	18652400	4.44492	108737.551	253870.99	3.89789		
ARG	Argentina	AR	Americas	Latin America and the Caribbean	South America	1981	28338515	3.253	69.777	39.4				7380.67498		1278940	213000	30014200	3.71058	102041.609	245776.76	3.60081		
ARG	Argentina	AR	Americas	Latin America and the Caribbean	South America	1982	28794548	3.204	70.033	36.5				7210.34702		1287690	203700	34328400	3.95185	103424.068	243613.02	3.59179		
ARG	Argentina	AR	Americas	Latin America and the Caribbean	South America	1983	29262047	3.159	70.262	34.1				7403.72721		1286440	201800	31687000	4.38889	105213.564	248681.79	3.59556		
ARG	Argentina	AR	Americas	Latin America and the Caribbean	South America	1984	29737093	3.123	70.466	32.1				7399.88912		1285170	203700	31849300	5.87037	106522.683	243111.57	3.58215		
ARG	Argentina	AR	Americas	Latin America and the Caribbean	South America	1985	30216279	3.095	70.65	30.6				6904.64504		1283910	204000	28074800	6.02222	100596.811	238145.75	3.32923		
ARG	Argentina	AR	Americas	Latin America and the Caribbean	South America	1986	30698964	3.075	70.825	29.6				7214.2707		1282650	225000	26130800	5.59793	104212.473	250785.28	3.39466		
ARG	Argentina	AR	Americas	Latin America and the Caribbean	South America	1987	31184415	3.059	71.001	29.1				7294.06426		1279390	245000	22947900	6.26493	114942.115	256953.81	3.68588		
ARG	Argentina	AR	Americas	Latin America and the Caribbean	South America	1988	31668949	3.042	71.186	28.9				7104.1812		1273800	267782	22336300	6.16301	121473.042	266245.22	3.83571		
ARG	Argentina	AR	Americas	Latin America and the Caribbean	South America	1989	32148134	3.022	71.384	28.9				6497.42555		1274700	266100	18133270	5.78391	117090.977	265608.3	3.64223		
ARG	Argentina	AR	Americas	Latin America and the Caribbean	South America	1990	32618651	2.997	71.594	28.6				6245.70858		1275650	264500	19142700	6.22766	112147.861	266555.03	3.43815	1.51219	
ARG	Argentina	AR	Americas	Latin America and the Caribbean	South America	1991	33079000	2.965	71.813	28.1	98.54021	98.06549	96.04072	6721.27824		1276600	262850	22743960	6.27061	117098.311	267188.7341	3.53996		
ARG	Argentina	AR	Americas	Latin America and the Caribbean	South America	1992	33529326	2.925	72.032	27.3				7157.32831		1277550	261200	25600220	9.26638	121352.031	272139.1851	3.61928		0
ARG	Argentina	AR	Americas	Latin America and the Caribbean	South America	1993	33970111	2.879	72.246	26.3				7644.23569		1278500	259500	25434121	10.92971	117927.053	276522.7527	3.47149		
ARG	Argentina	AR	Americas	Latin America and the Caribbean	South America	1994	34402672	2.828	72.453	25.2				7988.64461		1279480	257800	23700667	17.11238	122408.127	270948.3575	3.5581		
ARG	Argentina	AR	Americas	Latin America and the Caribbean	South America	1995	34828170	2.773	72.651	24.1				7666.53		1280450	256100	26170678	19.35805	127963.632	275096.4092	3.67414	1.63293	
ARG	Argentina	AR	Americas	Latin America and the Caribbean	South America	1996	35246374	2.718	72.843	23.1				7994.24337		1281420	254400	24135124	31.42731	135000.605	288246.2679	3.8302		
ARG	Argentina	AR	Americas	Latin America and the Caribbean	South America	1997	35657429	2.666	73.029	22.1				8543.02853		1282350	252700	36926490	29.63397	138003.878	299708.76	3.87027		
ARG	Argentina	AR	Americas	Latin America and the Caribbean	South America	1998	36063459	2.618	73.213	21.2				8772.06321		1283300	251000	40294667	28.27712	139815.376	311514.7	3.87693		
ARG	Argentina	AR	Americas	Latin America and the Caribbean	South America	1999	36467218	2.577	73.396	20.4				8381.254		1284120	249300	32157646	29.91065	146984.361	333886.59	4.03059		
ARG	Argentina	AR	Americas	Latin America and the Caribbean	South America	2000	36870787	2.542	73.576	19.6				8224.11283	95.44537	1285100	247600	38086960	31.22225	142136.587	331450.87	3.85499	1.58441	
ARG	Argentina	AR	Americas	Latin America and the Caribbean	South America	2001	37275652	2.512	73.755	19	99.12767	98.7079	97.19331	7776.13787	95.51106	1286060	245900	36632775	31.06722	133720.822	326483.81	3.58735		
ARG	Argentina	AR	Americas	Latin America and the Caribbean	South America	2002	37681749	2.486	73.932	18.3				6854.29408	96.04729	1287100	244320	34872639	30.23394	124714.67	311051.93	3.30968		
ARG	Argentina	AR	Americas	Latin America and the Caribbean	South America	2003	38087868	2.461	74.107	17.7				7380.46709	96.33463	1308835		32275169	41.84671	135062.944	344797.06	3.54609		
ARG	Argentina	AR	Americas	Latin America and the Caribbean	South America	2004	38491972	2.438	74.28	17.1				7962.41231	96.61134	1343450		34452438	45.30911	157589.325	369944.11	4.09408		
ARG	Argentina	AR	Americas	Latin America and the Caribbean	South America	2005	38892931	2.416	74.451	16.5				8577.86499	96.87639	1377975		41579427	36.40231	162110.736	358385.64	4.16813	1.89712	
ARG	Argentina	AR	Americas	Latin America and the Caribbean	South America	2006	39289878	2.397	74.62	16.1	99.50357	99.38614	98.6108	9174.50246	97.1323	1411040		32263201	41.41126	175436.614	373600.56	4.46519		
ARG	Argentina	AR	Americas	Latin America and the Caribbean	South America	2007	39684295	2.38	74.787	15.7				9901.51188	97.38517	1440330		42356370	49.25672	175176.257	384547.75	4.41425		
ARG	Argentina	AR	Americas	Latin America and the Caribbean	South America	2008	40080160	2.366	74.952	15.3				10201.47594	97.64122	1442610		44731736	35.21497	189107.19	411503.63	4.71822		
ARG	Argentina	AR	Americas	Latin America and the Caribbean	South America	2009	40482788	2.355	75.116	14.9	99.69673	99.47492	98.98342	9502.24359	97.90668	1437920		26029790	22.98478	179961.692	373409.06564	4.44539		
ARG	Argentina	AR	Americas	Latin America and the Caribbean	South America	2010	40788453	2.346	75.278	14.4	99.58867	99.0122	98.95497	10385.96443	98.82	1474810		40266747	39.1808	187904.414	364684.25385	4.6068	2.22691	
ARG	Argentina	AR	Americas	Latin America and the Caribbean	South America	2011	41261490	2.338	75.439	13.9	99.71145	99.54525	99.10833	10883.31536	99.0802	1482810		50670016	41.71741	191622.752	372873.14376	4.64411	2.98589	
ARG	Argentina	AR	Americas	Latin America and the Caribbean	South America	2012	41733271	2.33	75.598	13.3	99.61428	99.14453	99.10523	10649.83729	99.22886	1492540		47449657	34.52644	193027.213	380295.32037	4.62526	1.86549	
ARG	Argentina	AR	Americas	Latin America and the Caribbean	South America	2013	42202935	2.322	75.756	12.7	99.59812	99.51034	99.12195	10784.6307	99.35622	1491990		50703913	35.97136	193701.941		4.58977	0.82513	
ARG	Argentina	AR	Americas	Latin America and the Caribbean	South America	2014	42669500	2.312	75.913	12.1	99.4024	99.19587	98.99389	10398.69401	100	1487000		50874215	35.19526	195777.463		4.58823	0.17721	
ARG	Argentina	AR	Americas	Latin America and the Caribbean	South America	2015	43131966	2.301	76.068	11.5	99.6435	99.4834	99.17996	10568.15781	99.81168	1487000		55979853	27.27675	201167.953		4.66401	0.30616	
ARG	Argentina	AR	Americas	Latin America and the Caribbean	South America	2016	43590368	2.288	76.221	10.9	99.62893	99.38448	99.12501	10239.48135	99.95602	1487000		61147070	41.28806	201347.636		4.61909	0.06121	
ARG	Argentina	AR	Americas	Latin America and the Caribbean	South America	2017	44044811	2.275	76.372	10.3				10419.45541	100	1487000		76396702	42.30753				0.06121	
ARG	Argentina	AR	Americas	Latin America and the Caribbean	South America	2018	44494502	2.261	76.52	9.8	99.75765	99.24183	99.00387	10049.55524	100	1487680		70591016	48.23674					
ARG	Argentina	AR	Americas	Latin America and the Caribbean	South America	2019	44938712	2.247	76.667	9.3				9742.45542	100									
ARM	Armenia	AM	Asia	Western Asia	""	1960	1874121	4.786	65.972															
ARM	Armenia	AM	Asia	Western Asia	""	1961	1941492	4.67	66.403															
ARM	Armenia	AM	Asia	Western Asia	""	1962	2009526	4.521	66.838															
ARM	Armenia	AM	Asia	Western Asia	""	1963	2077578	4.345	67.277															
ARM	Armenia	AM	Asia	Western Asia	""	1964	2145001	4.15	67.716															
ARM	Armenia	AM	Asia	Western Asia	""	1965	2211319	3.95	68.153															
ARM	Armenia	AM	Asia	Western Asia	""	1966	2276034	3.758	68.588															
ARM	Armenia	AM	Asia	Western Asia	""	1967	2339127	3.582	69.016															
ARM	Armenia	AM	Asia	Western Asia	""	1968	2401143	3.429	69.427															
ARM	Armenia	AM	Asia	Western Asia	""	1969	2462928	3.302	69.809															
ARM	Armenia	AM	Asia	Western Asia	""	1970	2525068	3.199	70.144												6245.9877			
ARM	Armenia	AM	Asia	Western Asia	""	1971	2587708	3.114	70.412												6383.672			
ARM	Armenia	AM	Asia	Western Asia	""	1972	2650486	3.035	70.605												6750.8237			
ARM	Armenia	AM	Asia	Western Asia	""	1973	2712786	2.956	70.723												7371.7577			
ARM	Armenia	AM	Asia	Western Asia	""	1974	2773748	2.875	70.775												7983.8753			
ARM	Armenia	AM	Asia	Western Asia	""	1975	2832759	2.792	70.783												11627.038			
ARM	Armenia	AM	Asia	Western Asia	""	1976	2889579	2.712	70.783	86.2											11929.3886			
ARM	Armenia	AM	Asia	Western Asia	""	1977	2944383	2.641	70.798	82.7											12413.3746			
ARM	Armenia	AM	Asia	Western Asia	""	1978	2997417	2.582	70.838	79.3											12915.3444			
ARM	Armenia	AM	Asia	Western Asia	""	1979	3049109	2.538	70.897	76.2											13468.8879			
ARM	Armenia	AM	Asia	Western Asia	""	1980	3099754	2.51	70.937	73.1											14508.3336			
ARM	Armenia	AM	Asia	Western Asia	""	1981	3148096	2.499	70.91	70.2											15064.5702			
ARM	Armenia	AM	Asia	Western Asia	""	1982	3193689	2.503	70.776	67.4											15764.9062			
ARM	Armenia	AM	Asia	Western Asia	""	1983	3238595	2.517	70.519	64.8											15928.7094			
ARM	Armenia	AM	Asia	Western Asia	""	1984	3285599	2.538	70.15	62.2											15993.2273			
ARM	Armenia	AM	Asia	Western Asia	""	1985	3335940	2.559	69.698	59.8											16261.8193			
ARM	Armenia	AM	Asia	Western Asia	""	1986	3392264	2.578	69.205	57.5											16485.7384			
ARM	Armenia	AM	Asia	Western Asia	""	1987	3451947	2.591	68.732	55.2											16465.0412			
ARM	Armenia	AM	Asia	Western Asia	""	1988	3504659	2.592	68.332	80.7											17613.5979			
ARM	Armenia	AM	Asia	Western Asia	""	1989	3536474	2.578	68.038	51	99.91057	99.90937	98.75196								17459.8322			
ARM	Armenia	AM	Asia	Western Asia	""	1990	3538171	2.544	67.879	48.9				1795.28423							24729.9166		49.4887	
ARM	Armenia	AM	Asia	Western Asia	""	1991	3505258	2.484	67.87	46.8				1600.12074							25425.6997			
ARM	Armenia	AM	Asia	Western Asia	""	1992	3442817	2.4	67.99	44.7				948.16031		11700	14614	299949	59.10165	5826.863	14512.5941	1.69247		85
ARM	Armenia	AM	Asia	Western Asia	""	1993	3363108	2.297	68.218	42.7				885.21699		11810	14000	306410	34.64203	2555.899	8362.9081	0.75998		37
ARM	Armenia	AM	Asia	Western Asia	""	1994	3283667	2.179	68.538	40.8				955.59104		12000	13700	227620	16.09195	2706.246	6107.5421	0.82415		30
ARM	Armenia	AM	Asia	Western Asia	""	1995	3217348	2.056	68.938	38.9				1042.58347		12440	13350	248200	16.09195	3410.31	6710.3697	1.05998	43.29637	
ARM	Armenia	AM	Asia	Western Asia	""	1996	3168221	1.938	69.404	37.1				1120.84988		13060	13000	312800	17.77778	2563.233	5992.235	0.80904		
ARM	Armenia	AM	Asia	Western Asia	""	1997	3133089	1.832	69.912	35.4				1171.05994		13320	12700	254180	17.58242	3234.294	6719.5874	1.0323		
ARM	Armenia	AM	Asia	Western Asia	""	1998	3108687	1.747	70.434	33.8				1266.41073		13280	12600	322730	21.14286	3362.639	6737.042	1.08169		
ARM	Armenia	AM	Asia	Western Asia	""	1999	3089022	1.685	70.944	32.2				1316.53042		13230	12513	292212	13.68444	3014.274	6389.0077	0.9758		
ARM	Armenia	AM	Asia	Western Asia	""	2000	3069591	1.648	71.409	30.7				1403.03126	98.9	13230	13122	216970	15.55556	3465.315	6867.7102	1.12892	56.93301	
ARM	Armenia	AM	Asia	Western Asia	""	2001	3050687	1.634	71.8	29.2	99.86167	99.75235	99.40016	1547.25096	100	13280		360144	10.98901	3542.322	6896.4518	1.16116		
ARM	Armenia	AM	Asia	Western Asia	""	2002	3033978	1.635	72.112	27.8				1761.13405	98	13910		407583	34.52308	3043.61	6460.2393	1.00317		
ARM	Armenia	AM	Asia	Western Asia	""	2003	3017932	1.645	72.348	26.4				2018.36749	99.2258	14440		305303	22.9978	3428.645	6973.88104	1.13609		
ARM	Armenia	AM	Asia	Western Asia	""	2004	3000720	1.659	72.513	25.1				2243.08895	99.24094	15050		451641	31.65055	3644.998	7633.471	1.21471		
ARM	Armenia	AM	Asia	Western Asia	""	2005	2981269	1.675	72.626	23.9				2571.54737	99.8	16050		391829	22.69231	4349.062	8401.8162	1.4588	57.74093	1
ARM	Armenia	AM	Asia	Western Asia	""	2006	2958307	1.69	72.716	22.7				2933.58637	99.23874	17564		208587	127.84389	4378.398	8743.5088	1.48004		
ARM	Armenia	AM	Asia	Western Asia	""	2007	2932618	1.702	72.815	21.6				3364.70574	99.23003	17519		447554	59.32316	5056.793	9323.71758	1.72433		
ARM	Armenia	AM	Asia	Western Asia	""	2008	2907618	1.712	72.946	20.5				3627.7967	99.2245	17488		409182	54.15253	5551.838	12469.983	1.90941		
ARM	Armenia	AM	Asia	Western Asia	""	2009	2888092	1.719	73.118	19.5				3137.3461	99.22839	17463		369077	88.00045	4360.063	11235.08927	1.50967		
ARM	Armenia	AM	Asia	Western Asia	""	2010	2877319	1.722	73.331	18.5				3218.37271	99.8	17350		321954	66.05485	4209.716	11393.03935	1.46307	58.23427	
ARM	Armenia	AM	Asia	Western Asia	""	2011	2876538	1.724	73.572	17.6	99.87619	99.81842	99.74441	3370.5511	99.60435	16981		435470	80.95793	4917.447	12417.73612	1.7095	60.09946	
ARM	Armenia	AM	Asia	Western Asia	""	2012	2884229	1.725	73.82	16.7				3603.59585	99.61703	16830		451049	129.40812	5694.851	12319.38961	1.97448	56.85828	9
ARM	Armenia	AM	Asia	Western Asia	""	2013	2897584	1.728	74.056	15.9				3705.3574	99.42	16830		543659	132.06738	5496.833		1.89704	46.00317	
ARM	Armenia	AM	Asia	Western Asia	""	2014	2912403	1.732	74.273	15.1				3819.21779	99.71	16807		574673	118.68849	5529.836		1.89872	34.92773	
ARM	Armenia	AM	Asia	Western Asia	""	2015	2925553	1.738	74.467	14.4				3923.7165	100	16767		595757	145.59996	4803.77		1.642	46.17334	9
ARM	Armenia	AM	Asia	Western Asia	""	2016	2936146	1.744	74.64	13.7				3917.37968	99.8	16768		598966	330.49037	5155.802		1.75598	34.23518	4
ARM	Armenia	AM	Asia	Western Asia	""	2017	2944809	1.75	74.797	13	99.87416	99.82128	99.73607	4198.79475	99.7	16761		298029	202.55448				34.2553	
ARM	Armenia	AM	Asia	Western Asia	""	2018	2951776	1.755	74.945	12.4				4406.70643	99.9	16773		334342	202.73631					
ARM	Armenia	AM	Asia	Western Asia	""	2019	2957731	1.758	75.087	11.8				4732.06951	100									
ASM	American Samoa	AS	Oceania	Polynesia	""	1960	20123																	
ASM	American Samoa	AS	Oceania	Polynesia	""	1961	20602									30	3							
ASM	American Samoa	AS	Oceania	Polynesia	""	1962	21253									30	3							
ASM	American Samoa	AS	Oceania	Polynesia	""	1963	22034									30	5							
ASM	American Samoa	AS	Oceania	Polynesia	""	1964	22854									30	5							
ASM	American Samoa	AS	Oceania	Polynesia	""	1965	23672									30	6							
ASM	American Samoa	AS	Oceania	Polynesia	""	1966	24462									30	10							
ASM	American Samoa	AS	Oceania	Polynesia	""	1967	25248									30	10							
ASM	American Samoa	AS	Oceania	Polynesia	""	1968	25989									30	12							
ASM	American Samoa	AS	Oceania	Polynesia	""	1969	26703									30	12							
ASM	American Samoa	AS	Oceania	Polynesia	""	1970	27363									30	12				13.07336			
ASM	American Samoa	AS	Oceania	Polynesia	""	1971	27984									30	12				13.24733			
ASM	American Samoa	AS	Oceania	Polynesia	""	1972	28567									30	12				13.44811			
ASM	American Samoa	AS	Oceania	Polynesia	""	1973	29100									30	12				13.67533			
ASM	American Samoa	AS	Oceania	Polynesia	""	1974	29596									30	12				13.90883			
ASM	American Samoa	AS	Oceania	Polynesia	""	1975	30052									30	12				14.19287			
ASM	American Samoa	AS	Oceania	Polynesia	""	1976	30456									30	12				14.38352			
ASM	American Samoa	AS	Oceania	Polynesia	""	1977	30838									30	12				14.6498			
ASM	American Samoa	AS	Oceania	Polynesia	""	1978	31269									30	12				14.75376			
ASM	American Samoa	AS	Oceania	Polynesia	""	1979	31845									30	12				14.95004			
ASM	American Samoa	AS	Oceania	Polynesia	""	1980	32646				97.44365	97.88862	97.34416			30	12				15.47091			
ASM	American Samoa	AS	Oceania	Polynesia	""	1981	33701									30	11				16.55971			
ASM	American Samoa	AS	Oceania	Polynesia	""	1982	34968									30	11				16.05472			
ASM	American Samoa	AS	Oceania	Polynesia	""	1983	36412									30	11				16.70705			
ASM	American Samoa	AS	Oceania	Polynesia	""	1984	37946									30	11				17.38364			
ASM	American Samoa	AS	Oceania	Polynesia	""	1985	39519									30	11				18.02641			
ASM	American Samoa	AS	Oceania	Polynesia	""	1986	41119									30	11				18.67079			
ASM	American Samoa	AS	Oceania	Polynesia	""	1987	42740									30	11				19.35242			
ASM	American Samoa	AS	Oceania	Polynesia	""	1988	44343									30	11				20.00812			
ASM	American Samoa	AS	Oceania	Polynesia	""	1989	45894									30	11				20.74953			
ASM	American Samoa	AS	Oceania	Polynesia	""	1990	47347									30	11				20.38138		0	
ASM	American Samoa	AS	Oceania	Polynesia	""	1991	48685									30	11				20.96701			
ASM	American Samoa	AS	Oceania	Polynesia	""	1992	49896									32	11				21.51044			
ASM	American Samoa	AS	Oceania	Polynesia	""	1993	51020									32	11				21.99889			
ASM	American Samoa	AS	Oceania	Polynesia	""	1994	52095									32	11				22.45413			
ASM	American Samoa	AS	Oceania	Polynesia	""	1995	53161									35	11				22.88434		0	
ASM	American Samoa	AS	Oceania	Polynesia	""	1996	54211									40	11				23.26308			
ASM	American Samoa	AS	Oceania	Polynesia	""	1997	55221									40	11				23.61533			
ASM	American Samoa	AS	Oceania	Polynesia	""	1998	56171									47	11				23.92904			
ASM	American Samoa	AS	Oceania	Polynesia	""	1999	57053									47.9	11				31.13568			
ASM	American Samoa	AS	Oceania	Polynesia	""	2000	57821									48	17				47.65603		0	
ASM	American Samoa	AS	Oceania	Polynesia	""	2001	58494									45					50.8832			
ASM	American Samoa	AS	Oceania	Polynesia	""	2002	59080							10551.21257		45	30				51.34821			
ASM	American Samoa	AS	Oceania	Polynesia	""	2003	59504							10561.31569		50.4	36				51.83834			
ASM	American Samoa	AS	Oceania	Polynesia	""	2004	59681							10586.68234		50					52.32039			
ASM	American Samoa	AS	Oceania	Polynesia	""	2005	59562							10565.23192		50					52.80118		0	
ASM	American Samoa	AS	Oceania	Polynesia	""	2006	59107							10202.95531		50					53.30204			
ASM	American Samoa	AS	Oceania	Polynesia	""	2007	58365							10535.55194		48					53.91398			
ASM	American Samoa	AS	Oceania	Polynesia	""	2008	57492							10416.00578		48					54.61632			
ASM	American Samoa	AS	Oceania	Polynesia	""	2009	56683							10117.01136		49					54.98935			
ASM	American Samoa	AS	Oceania	Polynesia	""	2010	56079							10271.22452		49					56.63749		0	
ASM	American Samoa	AS	Oceania	Polynesia	""	2011	55759							10360.50915		49					57.74351		0	
ASM	American Samoa	AS	Oceania	Polynesia	""	2012	55667							9921.80611		49					58.76552		0	
ASM	American Samoa	AS	Oceania	Polynesia	""	2013	55713							9640.34446		49							0	
ASM	American Samoa	AS	Oceania	Polynesia	""	2014	55791							9717.82906		49							0	
ASM	American Samoa	AS	Oceania	Polynesia	""	2015	55812							9850.56503		49							0	
ASM	American Samoa	AS	Oceania	Polynesia	""	2016	55741							9589.97984		49							0	
ASM	American Samoa	AS	Oceania	Polynesia	""	2017	55620							9048.18252		49							0	
ASM	American Samoa	AS	Oceania	Polynesia	""	2018	55465							9271.71201		49								
ASM	American Samoa	AS	Oceania	Polynesia	""	2019	55312																	
ATA	Antarctica	AQ	""	""	""																			
ATF	French Southern Territories	TF	Africa	Sub-Saharan Africa	Eastern Africa																			
ATG	Antigua and Barbuda	AG	Americas	Latin America and the Caribbean	Caribbean	1960	54131	4.425	61.968	86.2										36.67		0.67743		
ATG	Antigua and Barbuda	AG	Americas	Latin America and the Caribbean	Caribbean	1961	55001	4.386	62.523	80.2						100	162			47.671		0.86673		
ATG	Antigua and Barbuda	AG	Americas	Latin America and the Caribbean	Caribbean	1962	55841	4.344	63.049	73.8						90	136			102.676		1.83872		
ATG	Antigua and Barbuda	AG	Americas	Latin America and the Caribbean	Caribbean	1963	56702	4.299	63.54	67.3						100	201			84.341		1.48744		
ATG	Antigua and Barbuda	AG	Americas	Latin America and the Caribbean	Caribbean	1964	57641	4.25	63.992	60.7						90	210			91.675		1.59045		
ATG	Antigua and Barbuda	AG	Americas	Latin America and the Caribbean	Caribbean	1965	58698	4.193	64.401	54.5						110	200			150.347		2.56136		
ATG	Antigua and Barbuda	AG	Americas	Latin America and the Caribbean	Caribbean	1966	59915	4.125	64.762	48.6						110	190	30		348.365		5.81432		
ATG	Antigua and Barbuda	AG	Americas	Latin America and the Caribbean	Caribbean	1967	61241	4.042	65.081	43.4						100	188	18		564.718		9.22124		
ATG	Antigua and Barbuda	AG	Americas	Latin America and the Caribbean	Caribbean	1968	62521	3.942	65.363	38.9						100	137	30		990.09		15.83612		
ATG	Antigua and Barbuda	AG	Americas	Latin America and the Caribbean	Caribbean	1969	63550	3.823	65.616	35						110	133	45		1257.781		19.79199		
ATG	Antigua and Barbuda	AG	Americas	Latin America and the Caribbean	Caribbean	1970	64177	3.683	65.847	31.8						110	130	60		462.042		7.1995		
ATG	Antigua and Barbuda	AG	Americas	Latin America and the Caribbean	Caribbean	1971	64357	3.516	66.066	29.1						110	135	80		425.372		6.60957		
ATG	Antigua and Barbuda	AG	Americas	Latin America and the Caribbean	Caribbean	1972	64133	3.327	66.28	26.9						70	141	92		374.034		5.83216		
ATG	Antigua and Barbuda	AG	Americas	Latin America and the Caribbean	Caribbean	1973	63650	3.121	66.498	25.1						70	149	28		330.03		5.18507		
ATG	Antigua and Barbuda	AG	Americas	Latin America and the Caribbean	Caribbean	1974	63120	2.909	66.727	23.5						70	238	37		429.039		6.7972		
ATG	Antigua and Barbuda	AG	Americas	Latin America and the Caribbean	Caribbean	1975	62675	2.702	66.975	22.1						70	226	60		707.731		11.29208		
ATG	Antigua and Barbuda	AG	Americas	Latin America and the Caribbean	Caribbean	1976	62367	2.516	67.244	20.8						70	228	51		403.37		6.46768		
ATG	Antigua and Barbuda	AG	Americas	Latin America and the Caribbean	Caribbean	1977	62159	2.361	67.533	19.5				5197.16046		70		30		465.709		7.49222		
ATG	Antigua and Barbuda	AG	Americas	Latin America and the Caribbean	Caribbean	1978	62036	2.242	67.837	18.3				5435.74086		70		35		491.378		7.92085		
ATG	Antigua and Barbuda	AG	Americas	Latin America and the Caribbean	Caribbean	1979	61952	2.162	68.154	17.2				5882.90063		70		96		407.037		6.5702		
ATG	Antigua and Barbuda	AG	Americas	Latin America and the Caribbean	Caribbean	1980	61865	2.118	68.482	16.3				6371.97775		70		29		143.013	313.03339	2.31169		
ATG	Antigua and Barbuda	AG	Americas	Latin America and the Caribbean	Caribbean	1981	61800	2.101	68.818	15.5				6622.02095		70		45		106.343	430.10898	1.72076		
ATG	Antigua and Barbuda	AG	Americas	Latin America and the Caribbean	Caribbean	1982	61779	2.098	69.156	14.8				6618.70671		70		59		293.36	551.33722	4.74854		
ATG	Antigua and Barbuda	AG	Americas	Latin America and the Caribbean	Caribbean	1983	61787	2.099	69.491	14.3				6972.83228		70		68		84.341	419.44085	1.36503		
ATG	Antigua and Barbuda	AG	Americas	Latin America and the Caribbean	Caribbean	1984	61786	2.098	69.82	13.9				7681.7447		80		29		146.68	456.24691	2.374		
ATG	Antigua and Barbuda	AG	Americas	Latin America and the Caribbean	Caribbean	1985	61786	2.093	70.137	13.7				8268.92141		90		38		249.356	365.08139	4.0358		
ATG	Antigua and Barbuda	AG	Americas	Latin America and the Caribbean	Caribbean	1986	61754	2.083	70.44	13.6				9224.11438		90		40		249.356	339.5798	4.03789		
ATG	Antigua and Barbuda	AG	Americas	Latin America and the Caribbean	Caribbean	1987	61717	2.073	70.728	13.5				9841.23461		90		48		275.025	339.57826	4.45623		
ATG	Antigua and Barbuda	AG	Americas	Latin America and the Caribbean	Caribbean	1988	61771	2.067	71.004	13.6				10345.23335		90		57		286.026	387.7784	4.63043		
ATG	Antigua and Barbuda	AG	Americas	Latin America and the Caribbean	Caribbean	1989	62008	2.064	71.267	13.8				10846.97626		90		60		286.026	370.51136	4.61273		
ATG	Antigua and Barbuda	AG	Americas	Latin America and the Caribbean	Caribbean	1990	62528	2.067	71.52	14				11080.73305		90		50		282.359	372.28777	4.51572	0	
ATG	Antigua and Barbuda	AG	Americas	Latin America and the Caribbean	Caribbean	1991	63367	2.075	71.765	14.3				11172.00804		90		55		267.691	373.35816	4.22445		
ATG	Antigua and Barbuda	AG	Americas	Latin America and the Caribbean	Caribbean	1992	64471	2.088	72.006	14.6				11107.90748		90		51		264.024	371.51961	4.09524		
ATG	Antigua and Barbuda	AG	Americas	Latin America and the Caribbean	Caribbean	1993	65777	2.107	72.247	15				11462.1998		90		50		271.358	359.195	4.12542		
